note_id,timestamp,asset_id,vendor_id,category,priority,event_label,incident_id,free_text,risk_probability,predicted_risk
NOTE-00266,2026-06-20 20:40:46+00:00,YARD-03,V019,OT_ANOMALY,HIGH,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00296,2026-06-01 00:39:19+00:00,PLC07,V004,OT_ANOMALY,CRITICAL,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00035,2026-06-30 13:39:55+00:00,PLC09,V019,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00263,2026-06-11 10:13:29+00:00,YARD-05,V001,OT_ANOMALY,HIGH,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00290,2026-06-07 17:38:50+00:00,PLC04,V013,CARGO_ANOMALY,CRITICAL,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00227,2026-06-26 09:06:40+00:00,PLC08,V020,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00280,2026-06-20 16:02:26+00:00,YARD-08,V015,OT_ANOMALY,HIGH,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00180,2026-06-14 22:23:09+00:00,CRANE07,V006,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,,Repeated controller commands were observed during a vendor session; operations requested review.,0.8773646258858223,1
NOTE-00083,2026-06-03 03:50:31+00:00,PLC05,V014,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00047,2026-06-02 12:54:22+00:00,YARD-05,V020,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00241,2026-06-18 21:21:23+00:00,CRANE03,V009,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00073,2026-06-09 05:05:17+00:00,YARD-08,V002,CARGO_ANOMALY,HIGH,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00134,2026-06-29 02:15:22+00:00,YARD-08,V019,SECURITY_REVIEW,HIGH,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00298,2026-06-22 13:13:12+00:00,PLC01,V004,OT_ANOMALY,HIGH,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00087,2026-06-20 13:53:46+00:00,YARD-06,V010,SECURITY_REVIEW,HIGH,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00027,2026-06-25 04:18:45+00:00,PLC09,V020,SECURITY_REVIEW,HIGH,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00022,2026-06-24 09:16:45+00:00,CRANE07,V005,SUSPICIOUS_ACCESS,CRITICAL,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00273,2026-06-21 22:02:53+00:00,CRANE07,V010,OT_ANOMALY,HIGH,SUSPICIOUS,,Endpoint alert reported a new remote administration tool on a vendor-associated device.,0.8744821663348069,1
NOTE-00211,2026-06-03 06:51:55+00:00,YARD-01,V004,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00184,2026-06-21 09:17:32+00:00,YARD-03,V006,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00144,2026-06-29 23:48:26+00:00,PLC08,V001,OT_ANOMALY,CRITICAL,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00127,2026-06-12 08:37:36+00:00,PLC01,V018,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00222,2026-06-12 01:14:23+00:00,PLC09,V002,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00008,2026-06-06 04:12:57+00:00,PLC01,V002,SECURITY_REVIEW,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00091,2026-06-05 12:11:26+00:00,PLC12,V008,CARGO_ANOMALY,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00250,2026-06-23 10:58:47+00:00,CRANE06,V002,OT_ANOMALY,CRITICAL,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00085,2026-06-26 08:24:05+00:00,CRANE02,V019,OT_ANOMALY,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00002,2026-06-11 21:40:01+00:00,YARD-08,V018,CARGO_ANOMALY,CRITICAL,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00249,2026-06-28 22:21:38+00:00,YARD-06,V004,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00045,2026-06-20 20:41:36+00:00,YARD-01,V010,SECURITY_REVIEW,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00029,2026-06-01 18:24:27+00:00,PLC12,V008,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00172,2026-06-22 02:41:51+00:00,YARD-03,V015,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-00188,2026-06-10 21:37:10+00:00,PLC06,V004,OT_ANOMALY,HIGH,SUSPICIOUS,,Manifest destination changed during a period of anomalous vendor activity.,0.8711962595261298,1
NOTE-INC-003,2026-06-18 23:18:00+00:00,CRANE06,V019,SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-003,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",0.8612126327853561,1
NOTE-INC-002,2026-06-12 01:28:00+00:00,PLC07,V006,SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-002,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",0.8612126327853561,1
NOTE-INC-004,2026-06-24 19:43:00+00:00,YARD-05,V011,SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-004,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",0.8612126327853561,1
NOTE-INC-001,2026-06-05 22:53:00+00:00,CRANE03,V014,SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-001,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",0.8612126327853561,1
NOTE-00055,2026-06-07 12:27:41+00:00,PLC03,V014,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00236,2026-06-28 05:57:11+00:00,PLC04,V018,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00264,2026-06-13 03:41:11+00:00,YARD-07,V016,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00255,2026-06-21 22:13:03+00:00,PLC05,V015,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00240,2026-06-06 21:10:47+00:00,PLC01,V003,OPERATIONS,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00009,2026-06-14 15:21:39+00:00,PLC08,V016,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00106,2026-06-07 05:29:38+00:00,YARD-05,V001,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00173,2026-06-29 07:50:44+00:00,YARD-07,V003,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00179,2026-06-22 09:22:04+00:00,CRANE06,V003,OPERATIONS,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00243,2026-06-03 19:35:00+00:00,CRANE02,V013,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00031,2026-06-17 08:52:15+00:00,CRANE03,V013,OPERATIONS,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00279,2026-06-15 02:27:26+00:00,CRANE05,V019,OPERATIONS,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00289,2026-06-03 09:13:00+00:00,CRANE03,V011,INSPECTION,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00275,2026-06-15 20:22:36+00:00,CRANE07,V015,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00270,2026-06-12 23:07:33+00:00,PLC06,V017,MAINTENANCE,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00161,2026-06-10 22:10:03+00:00,YARD-08,V009,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00153,2026-06-13 07:03:18+00:00,CRANE01,V016,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00036,2026-06-30 16:58:23+00:00,PLC05,V018,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00113,2026-06-18 23:33:56+00:00,YARD-06,V008,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00116,2026-06-24 03:02:45+00:00,YARD-05,V006,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00130,2026-06-19 08:38:58+00:00,YARD-04,V015,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00129,2026-06-10 01:44:22+00:00,YARD-01,V003,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00133,2026-06-12 18:24:55+00:00,PLC03,V002,INSPECTION,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00170,2026-06-29 07:29:39+00:00,YARD-05,V007,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00169,2026-06-02 01:06:58+00:00,YARD-04,V009,OPERATIONS,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00157,2026-06-18 02:30:54+00:00,YARD-08,V016,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00158,2026-06-12 10:42:50+00:00,PLC10,V010,MAINTENANCE,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00151,2026-06-20 16:41:43+00:00,CRANE02,V015,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00203,2026-06-30 11:23:39+00:00,PLC06,V015,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00206,2026-06-13 21:13:22+00:00,PLC09,V013,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00210,2026-06-22 13:25:23+00:00,PLC11,V017,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00224,2026-06-06 09:25:21+00:00,PLC05,V018,OPERATIONS,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00226,2026-06-14 12:44:18+00:00,YARD-03,V015,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00205,2026-06-16 12:36:22+00:00,YARD-05,V002,INSPECTION,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00213,2026-06-07 12:39:01+00:00,YARD-08,V005,MAINTENANCE,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00118,2026-06-29 19:58:46+00:00,CRANE04,V002,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00096,2026-06-15 07:49:23+00:00,YARD-07,V014,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00049,2026-06-08 13:07:31+00:00,YARD-08,V012,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00051,2026-06-23 05:36:05+00:00,CRANE01,V017,MAINTENANCE,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00070,2026-06-29 06:57:23+00:00,PLC06,V015,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00063,2026-06-10 00:31:20+00:00,CRANE05,V012,INSPECTION,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00137,2026-06-22 03:35:03+00:00,YARD-05,V006,MAINTENANCE,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00080,2026-06-14 10:04:21+00:00,YARD-08,V020,INSPECTION,LOW,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00123,2026-06-27 04:52:42+00:00,CRANE05,V006,OPERATIONS,MEDIUM,NORMAL,,Vendor session closed normally after firmware verification.,0.13894726470303267,0
NOTE-00285,2026-06-30 18:53:00+00:00,PLC01,V002,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00020,2026-06-06 04:33:27+00:00,PLC09,V014,OPERATIONS,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00034,2026-06-23 20:21:22+00:00,YARD-04,V008,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00024,2026-06-06 18:39:12+00:00,PLC06,V013,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00182,2026-06-12 13:23:50+00:00,CRANE01,V008,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00143,2026-06-08 17:49:08+00:00,PLC11,V009,OPERATIONS,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00189,2026-06-09 14:37:32+00:00,CRANE01,V001,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00176,2026-06-16 23:57:14+00:00,YARD-03,V015,MAINTENANCE,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00288,2026-06-17 23:03:00+00:00,YARD-03,V011,OPERATIONS,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00030,2026-06-12 11:11:59+00:00,YARD-04,V002,OPERATIONS,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00032,2026-06-09 04:24:26+00:00,YARD-01,V004,OPERATIONS,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00046,2026-06-25 06:42:20+00:00,CRANE06,V004,MAINTENANCE,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00054,2026-06-16 19:31:45+00:00,PLC03,V010,OPERATIONS,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00265,2026-06-17 01:54:38+00:00,PLC12,V002,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00252,2026-06-16 03:00:01+00:00,PLC05,V017,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00247,2026-06-18 13:27:24+00:00,CRANE03,V017,MAINTENANCE,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00258,2026-06-16 06:58:34+00:00,PLC10,V002,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00086,2026-06-08 21:47:01+00:00,YARD-05,V005,MAINTENANCE,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00090,2026-06-14 22:48:46+00:00,PLC04,V017,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00100,2026-06-04 03:14:26+00:00,PLC05,V016,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00066,2026-06-10 22:22:22+00:00,CRANE08,V004,INSPECTION,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00053,2026-06-17 06:32:21+00:00,PLC06,V007,MAINTENANCE,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00075,2026-06-10 08:18:04+00:00,PLC08,V020,MAINTENANCE,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00003,2026-06-21 11:05:16+00:00,YARD-05,V005,INSPECTION,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00294,2026-06-14 01:50:43+00:00,PLC08,V003,MAINTENANCE,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00267,2026-06-26 21:04:40+00:00,PLC01,V013,MAINTENANCE,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00095,2026-06-26 14:19:57+00:00,PLC10,V017,MAINTENANCE,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00110,2026-06-17 23:58:09+00:00,PLC06,V006,MAINTENANCE,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00230,2026-06-15 13:07:37+00:00,CRANE06,V019,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00120,2026-06-30 22:33:57+00:00,YARD-01,V019,INSPECTION,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00126,2026-06-03 04:40:52+00:00,YARD-02,V007,MAINTENANCE,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00082,2026-06-16 05:57:05+00:00,CRANE02,V006,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00111,2026-06-27 14:17:55+00:00,CRANE02,V008,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00117,2026-06-14 05:16:01+00:00,CRANE06,V013,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00139,2026-06-13 08:21:23+00:00,PLC02,V020,MAINTENANCE,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00155,2026-06-05 12:29:21+00:00,PLC09,V003,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00166,2026-06-17 13:23:20+00:00,CRANE08,V010,MAINTENANCE,LOW,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00162,2026-06-30 18:01:53+00:00,YARD-06,V005,INSPECTION,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00225,2026-06-02 14:19:44+00:00,CRANE03,V005,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
NOTE-00207,2026-06-29 11:25:39+00:00,YARD-06,V013,OPERATIONS,MEDIUM,NORMAL,,Crane maintenance completed within the approved maintenance window.,0.11875279138620339,0
